tax_name,tax_path,phylum,class,family,plant_growthform,plant_growthform_sim,indicated_type,tax_label
Meles,"9661:Meles:""genus""	1008252:Melinae:""subfamily""	9655:Mustelidae:""family""	379584:Caniformia:""suborder""	33554:Carnivora:""order""	314145:Laurasiatheria:""superorder""	1437010:Boreoeutheria:""clade""	9347:Eutheria:""clade""	32525:Theria:""clade""	40674:Mammalia:""class""	32524:Amniota:""clade""	32523:Tetrapoda:""clade""	1338369:Dipnotetrapodomorpha:""clade""	8287:Sarcopterygii:""superclass""	117571:Euteleostomi:""clade""	117570:Teleostomi:""clade""	7776:Gnathostomata:""clade""	7742:Vertebrata:""clade""	89593:Craniata:""subphylum""	7711:Chordata:""phylum""	33511:Deuterostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Chordata,Mammalia,Mustelidae,,,,Mammalia
Bison,"9900:Bison:""genus""	27592:Bovinae:""subfamily""	9895:Bovidae:""family""	35500:Pecora:""infraorder""	9845:Ruminantia:""suborder""	91561:Artiodactyla:""order""	314145:Laurasiatheria:""superorder""	1437010:Boreoeutheria:""clade""	9347:Eutheria:""clade""	32525:Theria:""clade""	40674:Mammalia:""class""	32524:Amniota:""clade""	32523:Tetrapoda:""clade""	1338369:Dipnotetrapodomorpha:""clade""	8287:Sarcopterygii:""superclass""	117571:Euteleostomi:""clade""	117570:Teleostomi:""clade""	7776:Gnathostomata:""clade""	7742:Vertebrata:""clade""	89593:Craniata:""subphylum""	7711:Chordata:""phylum""	33511:Deuterostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Chordata,Mammalia,Bovidae,,,,Mammalia
Bos,"9903:Bos:""genus""	27592:Bovinae:""subfamily""	9895:Bovidae:""family""	35500:Pecora:""infraorder""	9845:Ruminantia:""suborder""	91561:Artiodactyla:""order""	314145:Laurasiatheria:""superorder""	1437010:Boreoeutheria:""clade""	9347:Eutheria:""clade""	32525:Theria:""clade""	40674:Mammalia:""class""	32524:Amniota:""clade""	32523:Tetrapoda:""clade""	1338369:Dipnotetrapodomorpha:""clade""	8287:Sarcopterygii:""superclass""	117571:Euteleostomi:""clade""	117570:Teleostomi:""clade""	7776:Gnathostomata:""clade""	7742:Vertebrata:""clade""	89593:Craniata:""subphylum""	7711:Chordata:""phylum""	33511:Deuterostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Chordata,Mammalia,Bovidae,,,,Mammalia
Diaporthe,"36922:Diaporthe:""genus""	767018:Diaporthaceae:""family""	5114:Diaporthales:""order""	222544:Sordariomycetidae:""subclass""	147550:Sordariomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Sordariomycetes,Diaporthaceae,,,,Sordariomycetes
Pseudogymnoascus,"78156:Pseudogymnoascus:""genus""	34379:Pseudeurotiaceae:""family""	221903:Leotiomycetes incertae sedis:""no rank""	147548:Leotiomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Leotiomycetes,Pseudeurotiaceae,,,,Leotiomycetes
Operophtera,"104451:Operophtera:""genus""	104450:Larentiinae:""subfamily""	82593:Geometridae:""family""	82592:Geometroidea:""superfamily""	104431:Obtectomera:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Geometridae,,,,Insecta
Brachyptera,"143731:Brachyptera:""genus""	143771:Brachypterainae:""subfamily""	143727:Taeniopterygidae:""family""	70405:Nemouroidea:""superfamily""	50622:Plecoptera:""order""	33341:Polyneoptera:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Taeniopterygidae,,,,Insecta
Thermosynechococcus,"146785:Thermosynechococcus:""genus""	2881378:Thermosynechococcaceae:""family""	2881377:Pseudanabaenales:""order""	1117:Cyanobacteria:""phylum""	1798711:Cyanobacteria/Melainabacteria group:""clade""	1783272:Terrabacteria group:""clade""	2:Bacteria:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Cyanobacteria,"""no rank""",Thermosynechococcaceae,,,,Cyanobacteria
Truncatella,"152317:Truncatella:""genus""	1812776:Sporocadaceae:""family""	37989:Xylariales:""order""	222545:Xylariomycetidae:""subclass""	147550:Sordariomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Sordariomycetes,Sporocadaceae,,,,Sordariomycetes
Bibio,"189978:Bibio:""genus""	52730:Bibioninae:""subfamily""	52729:Bibionidae:""family""	43790:Bibionoidea:""superfamily""	43784:Bibionomorpha:""infraorder""	7148:Nematocera:""suborder""	7147:Diptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Bibionidae,,,,Insecta
Rhizophagus,"1129544:Rhizophagus:""genus""	36751:Glomeraceae:""family""	36750:Glomerales:""order""	214506:Glomeromycetes:""class""	214504:Glomeromycotina:""subphylum""	1913637:Mucoromycota:""phylum""	112252:Fungi incertae sedis:""no rank""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Mucoromycota,Glomeromycetes,Glomeraceae,,,,Glomeromycetes
Medioppia,"1979940:Medioppia:""genus""	229795:Oppiidae:""family""	229794:Oppioidea:""superfamily""	229894:Brachypylina:""infraorder""	66551:Oribatida:""suborder""	83137:Sarcoptiformes:""order""	6946:Acariformes:""superorder""	6933:Acari:""subclass""	6854:Arachnida:""class""	6843:Chelicerata:""subphylum""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Arachnida,Oppiidae,,,,Arachnida
Anabaena,"1163:Anabaena:""genus""	1162:Nostocaceae:""family""	1161:Nostocales:""order""	1117:Cyanobacteria:""phylum""	1798711:Cyanobacteria/Melainabacteria group:""clade""	1783272:Terrabacteria group:""clade""	2:Bacteria:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Cyanobacteria,"""no rank""",Nostocaceae,,,,Cyanobacteria
Debaryomyces,"4958:Debaryomyces:""genus""	766764:Debaryomycetaceae:""family""	2916678:CUG-Ser1 clade:""clade""	4892:Saccharomycetales:""order""	4891:Saccharomycetes:""class""	147537:Saccharomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Saccharomycetes,Debaryomycetaceae,,,,Saccharomycetes
Metarhizium,"5529:Metarhizium:""genus""	34397:Clavicipitaceae:""family""	5125:Hypocreales:""order""	222543:Hypocreomycetidae:""subclass""	147550:Sordariomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Sordariomycetes,Clavicipitaceae,,,,Sordariomycetes
Chironomus,"7150:Chironomus:""genus""	72530:Chironomini:""tribe""	54970:Chironominae:""subfamily""	7149:Chironomidae:""family""	41828:Chironomoidea:""superfamily""	43786:Culicomorpha:""infraorder""	7148:Nematocera:""suborder""	7147:Diptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Chironomidae,,,,Insecta
Priapulus,"37847:Priapulus:""genus""	37891:Priapulidae:""family""	2082909:Priapulimorphida:""order""	2082883:Priapulimorpha:""class""	33467:Priapulida:""phylum""	1215728:Scalidophora:""superphylum""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Priapulida,Priapulimorpha,Priapulidae,,,,Priapulimorpha
Daldinia,"42360:Daldinia:""genus""	2033035:Hypoxylaceae:""family""	37989:Xylariales:""order""	222545:Xylariomycetidae:""subclass""	147550:Sordariomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Sordariomycetes,Hypoxylaceae,,,,Sordariomycetes
Cordyceps,"45234:Cordyceps:""genus""	474943:Cordycipitaceae:""family""	5125:Hypocreales:""order""	222543:Hypocreomycetidae:""subclass""	147550:Sordariomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Sordariomycetes,Cordycipitaceae,,,,Sordariomycetes
Geitlerinema,"63132:Geitlerinema:""genus""	1892251:Coleofasciculaceae:""family""	1150:Oscillatoriales:""order""	1301283:Oscillatoriophycideae:""subclass""	1117:Cyanobacteria:""phylum""	1798711:Cyanobacteria/Melainabacteria group:""clade""	1783272:Terrabacteria group:""clade""	2:Bacteria:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Cyanobacteria,"""no rank""",Coleofasciculaceae,,,,Cyanobacteria
Paraphaeosphaeria,"125369:Paraphaeosphaeria:""genus""	221678:Didymosphaeriaceae:""family""	1255046:Massarineae:""suborder""	92860:Pleosporales:""order""	451868:Pleosporomycetidae:""subclass""	147541:Dothideomycetes:""class""	715962:dothideomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Dothideomycetes,Didymosphaeriaceae,,,,Dothideomycetes
Sicus,"1219203:Sicus:""genus""	115265:Myopinae:""subfamily""	115263:Conopidae:""family""	43744:Conopoidea:""superfamily""	43741:Acalyptratae:""no rank""	43738:Schizophora:""no rank""	480117:Cyclorrhapha:""clade""	480118:Eremoneura:""clade""	43733:Muscomorpha:""infraorder""	7203:Brachycera:""suborder""	7147:Diptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Conopidae,,,,Insecta
Kovacikia,"1874526:Kovacikia:""genus""	1890438:Leptolyngbyaceae:""family""	2881377:Pseudanabaenales:""order""	1117:Cyanobacteria:""phylum""	1798711:Cyanobacteria/Melainabacteria group:""clade""	1783272:Terrabacteria group:""clade""	2:Bacteria:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Cyanobacteria,"""no rank""",Leptolyngbyaceae,,,,Cyanobacteria
Alternaria,"5598:Alternaria:""genus""	28556:Pleosporaceae:""family""	715340:Pleosporineae:""suborder""	92860:Pleosporales:""order""	451868:Pleosporomycetidae:""subclass""	147541:Dothideomycetes:""class""	715962:dothideomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Dothideomycetes,Pleosporaceae,,,,Dothideomycetes
Rhagoletis,"28609:Rhagoletis:""genus""	164882:Carpomyina:""subtribe""	43901:Carpomyini:""tribe""	43867:Trypetinae:""subfamily""	7211:Tephritidae:""family""	43752:Tephritoidea:""superfamily""	43741:Acalyptratae:""no rank""	43738:Schizophora:""no rank""	480117:Cyclorrhapha:""clade""	480118:Eremoneura:""clade""	43733:Muscomorpha:""infraorder""	7203:Brachycera:""suborder""	7147:Diptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Tephritidae,,,,Insecta
Bombus,"28641:Bombus:""genus""	83311:Bombini:""tribe""	70987:Apinae:""subfamily""	7458:Apidae:""family""	34735:Apoidea:""superfamily""	7434:Aculeata:""infraorder""	7400:Apocrita:""suborder""	7399:Hymenoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Apidae,,,,Insecta
Andrena,"48720:Andrena:""genus""	205141:Andreninae:""subfamily""	48719:Andrenidae:""family""	34735:Apoidea:""superfamily""	7434:Aculeata:""infraorder""	7400:Apocrita:""suborder""	7399:Hymenoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Andrenidae,,,,Insecta
Peronospora,"70742:Peronospora:""genus""	4777:Peronosporaceae:""family""	4776:Peronosporales:""order""	4762:Oomycota:""phylum""	33634:Stramenopiles:""clade""	2698737:Sar:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Oomycota,"""no rank""",Peronosporaceae,,,,Oomycota
Morchella,"5193:Morchella:""genus""	5192:Morchellaceae:""family""	5185:Pezizales:""order""	147549:Pezizomycetes:""class""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Pezizomycetes,Morchellaceae,,,,Pezizomycetes
Vulpes,"9625:Vulpes:""genus""	9608:Canidae:""family""	379584:Caniformia:""suborder""	33554:Carnivora:""order""	314145:Laurasiatheria:""superorder""	1437010:Boreoeutheria:""clade""	9347:Eutheria:""clade""	32525:Theria:""clade""	40674:Mammalia:""class""	32524:Amniota:""clade""	32523:Tetrapoda:""clade""	1338369:Dipnotetrapodomorpha:""clade""	8287:Sarcopterygii:""superclass""	117571:Euteleostomi:""clade""	117570:Teleostomi:""clade""	7776:Gnathostomata:""clade""	7742:Vertebrata:""clade""	89593:Craniata:""subphylum""	7711:Chordata:""phylum""	33511:Deuterostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Chordata,Mammalia,Canidae,,,,Mammalia
Castor,"10184:Castor:""genus""	29132:Castoridae:""family""	1963757:Castorimorpha:""suborder""	9989:Rodentia:""order""	314147:Glires:""clade""	314146:Euarchontoglires:""superorder""	1437010:Boreoeutheria:""clade""	9347:Eutheria:""clade""	32525:Theria:""clade""	40674:Mammalia:""class""	32524:Amniota:""clade""	32523:Tetrapoda:""clade""	1338369:Dipnotetrapodomorpha:""clade""	8287:Sarcopterygii:""superclass""	117571:Euteleostomi:""clade""	117570:Teleostomi:""clade""	7776:Gnathostomata:""clade""	7742:Vertebrata:""clade""	89593:Craniata:""subphylum""	7711:Chordata:""phylum""	33511:Deuterostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Chordata,Mammalia,Castoridae,,,,Mammalia
Tuber,"36048:Tuber:""genus""	40289:Tuberaceae:""family""	5185:Pezizales:""order""	147549:Pezizomycetes:""class""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Pezizomycetes,Tuberaceae,,,,Pezizomycetes
Hypoxylon,"42308:Hypoxylon:""genus""	2033035:Hypoxylaceae:""family""	37989:Xylariales:""order""	222545:Xylariomycetidae:""subclass""	147550:Sordariomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Sordariomycetes,Hypoxylaceae,,,,Sordariomycetes
Cylindrospermum,"56106:Cylindrospermum:""genus""	1162:Nostocaceae:""family""	1161:Nostocales:""order""	1117:Cyanobacteria:""phylum""	1798711:Cyanobacteria/Melainabacteria group:""clade""	1783272:Terrabacteria group:""clade""	2:Bacteria:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Cyanobacteria,"""no rank""",Nostocaceae,,,,Cyanobacteria
Aphis,"80764:Aphis:""genus""	33387:Aphidini:""tribe""	133076:Aphidinae:""subfamily""	27482:Aphididae:""family""	33385:Aphidoidea:""superfamily""	33380:Aphidomorpha:""infraorder""	33373:Sternorrhyncha:""suborder""	7524:Hemiptera:""order""	33342:Paraneoptera:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Aphididae,,,,Insecta
Xestia,"320016:Xestia:""genus""	2555566:Noctuini:""tribe""	95179:Noctuinae:""subfamily""	7100:Noctuidae:""family""	37570:Noctuoidea:""superfamily""	104431:Obtectomera:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Arthropoda,Insecta,Noctuidae,,,,Insecta
Hydra,"6083:Hydra:""genus""	6080:Hydridae:""family""	1612408:Aplanulata:""suborder""	406427:Anthoathecata:""order""	37516:Hydroidolina:""subclass""	6074:Hydrozoa:""class""	6073:Cnidaria:""phylum""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Cnidaria,Hydrozoa,Hydridae,,,,Hydrozoa
Thalassiosira,"35127:Thalassiosira:""genus""	29202:Thalassiosiraceae:""family""	33847:Thalassiosirales:""order""	33846:Thalassiosirophycidae:""subclass""	33836:Coscinodiscophyceae:""class""	2836:Bacillariophyta:""phylum""	2696291:Ochrophyta:""clade""	33634:Stramenopiles:""clade""	2698737:Sar:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Bacillariophyta,Coscinodiscophyceae,Thalassiosiraceae,,,,Coscinodiscophyceae
Neonectria,"140106:Neonectria:""genus""	110618:Nectriaceae:""family""	5125:Hypocreales:""order""	222543:Hypocreomycetidae:""subclass""	147550:Sordariomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Sordariomycetes,Nectriaceae,,,,Sordariomycetes
Pochonia,"243023:Pochonia:""genus""	34397:Clavicipitaceae:""family""	5125:Hypocreales:""order""	222543:Hypocreomycetidae:""subclass""	147550:Sordariomycetes:""class""	715989:sordariomyceta:""clade""	716546:leotiomyceta:""clade""	147538:Pezizomycotina:""subphylum""	716545:saccharomyceta:""clade""	4890:Ascomycota:""phylum""	451864:Dikarya:""subkingdom""	4751:Fungi:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Ascomycota,Sordariomycetes,Clavicipitaceae,,,,Sordariomycetes
Cryptomonas,"3030:Cryptomonas:""genus""	2896:Cryptomonadaceae:""family""	589350:Cryptomonadales:""order""	3027:Cryptophyceae:""class""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""","""no rank""",Cryptophyceae,Cryptomonadaceae,,,,Cryptophyceae
